style_idx,style,cluster,rung,k,channel,n_off,n_on,count_delta,intersection,sym_diff,added,removed,jaccard,jaccard_distance,retention,ids_off,ids_on
11,Playful,Creative,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
11,Playful,Creative,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
11,Playful,Creative,Surface,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
11,Playful,Creative,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
11,Playful,Creative,Surface,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
11,Playful,Creative,Surface,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
11,Playful,Creative,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
11,Playful,Creative,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
11,Playful,Creative,Shallow,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
11,Playful,Creative,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,1 18,1 17
11,Playful,Creative,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
11,Playful,Creative,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,1 14 22,1 12 21
11,Playful,Creative,Shallow,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
11,Playful,Creative,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,1 11 17 24,1 11 17 27
11,Playful,Creative,Shallow,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
11,Playful,Creative,Shallow,8,cross,8,8,0,6,4,2,2,0.600000,0.400000,0.750000,1 3 10 12 15 17 19 22,1 3 10 12 15 17 21 25
11,Playful,Creative,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
11,Playful,Creative,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
11,Playful,Creative,Contextual,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
11,Playful,Creative,Contextual,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 16,1 16
11,Playful,Creative,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
11,Playful,Creative,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 11 21,1 11 21
11,Playful,Creative,Contextual,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
11,Playful,Creative,Contextual,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,1 7 15 18,1 7 15 18
11,Playful,Creative,Contextual,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
11,Playful,Creative,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,1 2 3 7 10 11 15 16,1 2 3 7 10 11 15 16
11,Playful,Creative,Analogical,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,4,4
11,Playful,Creative,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
11,Playful,Creative,Analogical,2,same,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,4 23,4 13
11,Playful,Creative,Analogical,2,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
11,Playful,Creative,Analogical,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,4 9 23,4 9 23
11,Playful,Creative,Analogical,3,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
11,Playful,Creative,Analogical,4,same,4,4,0,2,4,2,2,0.333333,0.666667,0.500000,4 9 23 31,4 6 9 13
11,Playful,Creative,Analogical,4,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
11,Playful,Creative,Analogical,8,same,8,7,-1,7,1,0,1,0.875000,0.125000,0.875000,4 6 9 13 23 28 31 34,4 6 9 13 23 28 31
11,Playful,Creative,Analogical,8,cross,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,3 7,3 7
12,Empathetic,Empathic,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
12,Empathetic,Empathic,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
12,Empathetic,Empathic,Surface,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
12,Empathetic,Empathic,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
12,Empathetic,Empathic,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
12,Empathetic,Empathic,Surface,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
12,Empathetic,Empathic,Surface,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Surface,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
12,Empathetic,Empathic,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
12,Empathetic,Empathic,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
12,Empathetic,Empathic,Shallow,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
12,Empathetic,Empathic,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
12,Empathetic,Empathic,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
12,Empathetic,Empathic,Shallow,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
12,Empathetic,Empathic,Shallow,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Shallow,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
12,Empathetic,Empathic,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
12,Empathetic,Empathic,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
12,Empathetic,Empathic,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
12,Empathetic,Empathic,Contextual,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 17,3 16
12,Empathetic,Empathic,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 11 21,3 11 21
12,Empathetic,Empathic,Contextual,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Contextual,4,cross,4,4,0,1,6,3,3,0.142857,0.857143,0.250000,3 10 17 28,3 9 15 21
12,Empathetic,Empathic,Contextual,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
12,Empathetic,Empathic,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 6 9 11 15 17 21 23,3 6 9 11 15 17 21 23
12,Empathetic,Empathic,Analogical,1,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
12,Empathetic,Empathic,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
12,Empathetic,Empathic,Analogical,2,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
12,Empathetic,Empathic,Analogical,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 13,3 9
12,Empathetic,Empathic,Analogical,3,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
12,Empathetic,Empathic,Analogical,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 7 23,3 7 23
12,Empathetic,Empathic,Analogical,4,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
12,Empathetic,Empathic,Analogical,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,3 6 9 23,3 6 9 23
12,Empathetic,Empathic,Analogical,8,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
12,Empathetic,Empathic,Analogical,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 4 6 7 9 13 23 28,3 4 6 7 9 13 23 28
13,Compassionate,Empathic,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
13,Compassionate,Empathic,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
13,Compassionate,Empathic,Surface,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
13,Compassionate,Empathic,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
13,Compassionate,Empathic,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
13,Compassionate,Empathic,Surface,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
13,Compassionate,Empathic,Surface,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Surface,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
13,Compassionate,Empathic,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
13,Compassionate,Empathic,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
13,Compassionate,Empathic,Shallow,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
13,Compassionate,Empathic,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
13,Compassionate,Empathic,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
13,Compassionate,Empathic,Shallow,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
13,Compassionate,Empathic,Shallow,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Shallow,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
13,Compassionate,Empathic,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
13,Compassionate,Empathic,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
13,Compassionate,Empathic,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
13,Compassionate,Empathic,Contextual,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 17,3 16
13,Compassionate,Empathic,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 11 21,3 11 21
13,Compassionate,Empathic,Contextual,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Contextual,4,cross,4,4,0,1,6,3,3,0.142857,0.857143,0.250000,3 10 17 28,3 9 15 21
13,Compassionate,Empathic,Contextual,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
13,Compassionate,Empathic,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 6 9 11 15 17 21 23,3 6 9 11 15 17 21 23
13,Compassionate,Empathic,Analogical,1,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
13,Compassionate,Empathic,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
13,Compassionate,Empathic,Analogical,2,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
13,Compassionate,Empathic,Analogical,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 13,3 9
13,Compassionate,Empathic,Analogical,3,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
13,Compassionate,Empathic,Analogical,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 7 23,3 7 23
13,Compassionate,Empathic,Analogical,4,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
13,Compassionate,Empathic,Analogical,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,3 6 9 23,3 6 9 23
13,Compassionate,Empathic,Analogical,8,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
13,Compassionate,Empathic,Analogical,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 4 6 7 9 13 23 28,3 4 6 7 9 13 23 28
14,Supportive,Empathic,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
14,Supportive,Empathic,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
14,Supportive,Empathic,Surface,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
14,Supportive,Empathic,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
14,Supportive,Empathic,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
14,Supportive,Empathic,Surface,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
14,Supportive,Empathic,Surface,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Surface,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
14,Supportive,Empathic,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
14,Supportive,Empathic,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
14,Supportive,Empathic,Shallow,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
14,Supportive,Empathic,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
14,Supportive,Empathic,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
14,Supportive,Empathic,Shallow,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
14,Supportive,Empathic,Shallow,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Shallow,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
14,Supportive,Empathic,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
14,Supportive,Empathic,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
14,Supportive,Empathic,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
14,Supportive,Empathic,Contextual,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 17,3 16
14,Supportive,Empathic,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 11 21,3 11 21
14,Supportive,Empathic,Contextual,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Contextual,4,cross,4,4,0,1,6,3,3,0.142857,0.857143,0.250000,3 10 17 28,3 9 15 21
14,Supportive,Empathic,Contextual,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
14,Supportive,Empathic,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 6 9 11 15 17 21 23,3 6 9 11 15 17 21 23
14,Supportive,Empathic,Analogical,1,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
14,Supportive,Empathic,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
14,Supportive,Empathic,Analogical,2,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
14,Supportive,Empathic,Analogical,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 13,3 9
14,Supportive,Empathic,Analogical,3,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
14,Supportive,Empathic,Analogical,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 7 23,3 7 23
14,Supportive,Empathic,Analogical,4,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
14,Supportive,Empathic,Analogical,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,3 6 9 23,3 6 9 23
14,Supportive,Empathic,Analogical,8,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
14,Supportive,Empathic,Analogical,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 4 6 7 9 13 23 28,3 4 6 7 9 13 23 28
15,Nurturing,Empathic,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
15,Nurturing,Empathic,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
15,Nurturing,Empathic,Surface,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
15,Nurturing,Empathic,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
15,Nurturing,Empathic,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
15,Nurturing,Empathic,Surface,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
15,Nurturing,Empathic,Surface,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Surface,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
15,Nurturing,Empathic,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
15,Nurturing,Empathic,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
15,Nurturing,Empathic,Shallow,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
15,Nurturing,Empathic,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
15,Nurturing,Empathic,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
15,Nurturing,Empathic,Shallow,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
15,Nurturing,Empathic,Shallow,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Shallow,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
15,Nurturing,Empathic,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
15,Nurturing,Empathic,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
15,Nurturing,Empathic,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
15,Nurturing,Empathic,Contextual,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 17,3 16
15,Nurturing,Empathic,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 11 21,3 11 21
15,Nurturing,Empathic,Contextual,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Contextual,4,cross,4,4,0,1,6,3,3,0.142857,0.857143,0.250000,3 10 17 28,3 9 15 21
15,Nurturing,Empathic,Contextual,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
15,Nurturing,Empathic,Contextual,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 6 9 11 15 17 21 23,3 6 9 11 15 17 21 23
15,Nurturing,Empathic,Analogical,1,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
15,Nurturing,Empathic,Analogical,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
15,Nurturing,Empathic,Analogical,2,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
15,Nurturing,Empathic,Analogical,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 13,3 9
15,Nurturing,Empathic,Analogical,3,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
15,Nurturing,Empathic,Analogical,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 7 23,3 7 23
15,Nurturing,Empathic,Analogical,4,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
15,Nurturing,Empathic,Analogical,4,cross,4,4,0,4,0,0,0,1.000000,0.000000,1.000000,3 6 9 23,3 6 9 23
15,Nurturing,Empathic,Analogical,8,same,0,0,0,0,0,0,0,1.000000,0.000000,1.000000,,
15,Nurturing,Empathic,Analogical,8,cross,8,8,0,8,0,0,0,1.000000,0.000000,1.000000,3 4 6 7 9 13 23 28,3 4 6 7 9 13 23 28
16,Gentle,Empathic,Surface,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
16,Gentle,Empathic,Surface,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
16,Gentle,Empathic,Surface,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
16,Gentle,Empathic,Surface,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
16,Gentle,Empathic,Surface,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Surface,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
16,Gentle,Empathic,Surface,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Surface,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
16,Gentle,Empathic,Surface,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Surface,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
16,Gentle,Empathic,Shallow,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
16,Gentle,Empathic,Shallow,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
16,Gentle,Empathic,Shallow,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
16,Gentle,Empathic,Shallow,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 18,3 17
16,Gentle,Empathic,Shallow,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Shallow,3,cross,3,3,0,1,4,2,2,0.200000,0.800000,0.333333,3 14 24,3 13 23
16,Gentle,Empathic,Shallow,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Shallow,4,cross,4,4,0,3,2,1,1,0.600000,0.400000,0.750000,3 11 17 24,3 11 17 27
16,Gentle,Empathic,Shallow,8,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Shallow,8,cross,8,8,0,5,6,3,3,0.454545,0.545455,0.625000,3 7 11 14 17 21 24 28,3 7 11 14 17 22 27 31
16,Gentle,Empathic,Contextual,1,same,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,1,1
16,Gentle,Empathic,Contextual,1,cross,1,1,0,1,0,0,0,1.000000,0.000000,1.000000,3,3
16,Gentle,Empathic,Contextual,2,same,2,2,0,2,0,0,0,1.000000,0.000000,1.000000,1 2,1 2
16,Gentle,Empathic,Contextual,2,cross,2,2,0,1,2,1,1,0.333333,0.666667,0.500000,3 17,3 16
16,Gentle,Empathic,Contextual,3,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Contextual,3,cross,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,3 11 21,3 11 21
16,Gentle,Empathic,Contextual,4,same,3,3,0,3,0,0,0,1.000000,0.000000,1.000000,1 2 30,1 2 30
16,Gentle,Empathic,Contextual,4,cross,4,4,0,1,6,3,3,0.142857,0.857143,0.250000,3 10 17 28,3 9 15 21
